YearsExperience,EducationLevel,Age,JobRole,Location,Certifications,PreviousCompanies,PerformanceRating,TechStack,Department,WorkingHours,LeavesTaken,Gender,EmploymentType,RemoteWork,Salary
4,4,63,Intern,Mumbai,3,3,5,JavaScript,Finance,35,22,Other,Contract,1,34700.0
0,2,51,Manager,Bangalore,1,5,5,JavaScript,Finance,37,20,Male,Contract,0,6200.0
0,4,59,Director,Chennai,5,0,5,Java,IT,45,25,Other,PartTime,0,17900.0
18,4,41,Consultant,Bangalore,4,4,3,JavaScript,Operations,44,11,Female,PartTime,0,51400.0
29,4,64,Engineer,Mumbai,1,5,4,C++,Finance,44,21,Other,FullTime,0,82700.0
1,1,21,Manager,Delhi,4,3,1,SQL,IT,45,25,Other,FullTime,1,11800.0
20,2,53,Intern,Hyderabad,4,1,5,C++,Finance,40,8,Male,FullTime,1,58400.0
11,4,30,Consultant,Pune,2,1,4,SQL,Admin,48,6,Female,Contract,1,52500.0
25,5,46,Lead,Hyderabad,0,0,3,Java,Operations,53,24,Male,Contract,1,53200.0
5,5,23,Engineer,Hyderabad,4,3,4,JavaScript,Operations,54,10,Female,Contract,1,46500.0
22,1,34,Analyst,Mumbai,2,2,1,Java,HR,45,24,Female,Contract,0,41500.0
3,3,28,Intern,Pune,1,2,3,Java,Admin,35,15,Other,FullTime,1,37900.0
22,1,52,Director,Pune,1,1,1,JavaScript,Operations,46,0,Male,PartTime,0,42700.0
10,3,61,Intern,Hyderabad,1,3,5,Python,IT,52,9,Female,FullTime,0,57600.0
23,1,56,Consultant,Delhi,3,1,3,SQL,Operations,43,10,Female,PartTime,0,58200.0
26,5,47,Analyst,Mumbai,3,5,1,C++,Admin,47,27,Female,FullTime,0,84300.0
16,4,53,Analyst,Bangalore,3,2,3,Python,IT,57,0,Male,PartTime,1,67000.0
30,2,41,Director,Pune,1,1,2,C++,HR,40,0,Female,Contract,0,91900.0
5,4,46,Analyst,Pune,1,2,5,Python,HR,45,12,Other,FullTime,0,37000.0
23,5,34,Lead,Pune,3,1,4,Java,Finance,46,19,Other,Contract,1,59900.0
4,2,63,Analyst,Bangalore,2,4,2,JavaScript,HR,54,25,Male,FullTime,0,23900.0
19,3,56,Consultant,Mumbai,1,1,2,C++,IT,41,19,Male,PartTime,0,60700.0
1,3,48,Lead,Delhi,1,4,3,JavaScript,Admin,57,6,Male,FullTime,0,21300.0
5,5,48,Analyst,Mumbai,2,2,3,Python,Operations,57,18,Female,PartTime,0,30900.0
21,2,41,Intern,Mumbai,0,3,2,C++,Operations,56,17,Male,Contract,1,48200.0
10,4,61,Lead,Bangalore,0,3,1,Java,Finance,48,15,Male,PartTime,1,37000.0
30,5,49,Engineer,Mumbai,5,0,4,Java,IT,48,3,Female,PartTime,1,88600.0
15,3,58,Lead,Delhi,3,5,4,Java,Operations,40,7,Female,PartTime,1,44900.0
15,5,54,Consultant,Hyderabad,2,2,3,C++,Finance,55,11,Male,FullTime,1,58300.0
0,4,21,Intern,Delhi,2,5,5,Java,IT,39,24,Male,Contract,0,29600.0
8,1,40,Director,Delhi,3,2,2,SQL,Finance,55,29,Female,PartTime,0,7100.0
27,1,46,Analyst,Bangalore,3,4,5,Python,Admin,56,0,Male,FullTime,1,76000.0
26,4,47,Intern,Pune,1,0,2,SQL,HR,53,28,Male,FullTime,1,83700.0
5,2,43,Engineer,Hyderabad,0,3,3,JavaScript,Finance,56,2,Female,FullTime,0,37200.0
15,5,27,Analyst,Chennai,2,3,3,SQL,Admin,47,18,Female,Contract,0,57300.0
28,4,42,Intern,Mumbai,2,2,4,SQL,Finance,37,25,Other,Contract,0,54900.0
2,1,57,Lead,Hyderabad,4,1,2,Java,HR,47,19,Male,FullTime,0,13500.0
19,3,55,Analyst,Bangalore,1,4,5,JavaScript,Finance,35,14,Female,PartTime,0,47500.0
27,4,24,Consultant,Pune,0,1,3,Java,HR,50,11,Female,Contract,0,74600.0
26,4,49,Intern,Mumbai,0,1,2,Java,IT,36,7,Female,PartTime,0,91100.0
3,4,57,Manager,Bangalore,4,2,4,C++,Operations,45,18,Female,FullTime,1,34400.0
18,1,56,Engineer,Mumbai,1,1,2,Python,IT,43,0,Other,FullTime,1,45000.0
25,1,23,Intern,Bangalore,0,0,3,SQL,Finance,45,3,Male,PartTime,1,53300.0
2,4,22,Manager,Bangalore,3,0,5,Java,HR,44,1,Female,PartTime,0,23900.0
30,4,25,Analyst,Bangalore,1,4,3,Java,Operations,46,29,Other,PartTime,1,86400.0
18,2,38,Lead,Mumbai,5,0,5,SQL,Admin,45,28,Female,Contract,0,41600.0
19,3,54,Engineer,Chennai,0,0,2,Java,Admin,55,11,Other,PartTime,0,56800.0
6,5,35,Intern,Pune,3,5,4,SQL,Finance,59,15,Male,Contract,0,30200.0
19,5,60,Engineer,Hyderabad,5,5,5,SQL,HR,53,19,Female,Contract,1,76500.0
8,5,64,Consultant,Mumbai,4,5,5,JavaScript,IT,49,21,Male,Contract,1,33900.0
0,1,61,Lead,Chennai,0,5,4,Java,Operations,55,23,Other,FullTime,1,10700.0
7,1,21,Engineer,Hyderabad,1,2,5,C++,Finance,51,15,Male,FullTime,1,29900.0
6,2,42,Consultant,Mumbai,2,5,4,JavaScript,Finance,40,3,Male,FullTime,1,30900.0
17,1,45,Intern,Hyderabad,5,4,1,C++,IT,57,25,Male,Contract,1,50000.0
7,4,37,Lead,Chennai,4,1,3,Java,Finance,53,15,Male,Contract,0,36800.0
0,3,53,Intern,Bangalore,2,4,2,C++,Admin,51,21,Other,FullTime,1,21100.0
10,3,37,Manager,Pune,1,3,4,SQL,IT,50,27,Female,PartTime,1,51300.0
27,3,58,Analyst,Delhi,5,0,5,SQL,IT,55,7,Other,Contract,0,73500.0
24,3,25,Engineer,Hyderabad,0,0,2,JavaScript,IT,59,13,Female,Contract,0,64700.0
24,5,57,Engineer,Mumbai,5,3,2,SQL,HR,48,22,Female,PartTime,1,85100.0
17,5,63,Engineer,Delhi,0,2,5,Java,IT,55,22,Male,FullTime,1,69300.0
22,4,63,Manager,Hyderabad,1,4,5,SQL,IT,39,1,Female,PartTime,0,69000.0
30,2,31,Lead,Hyderabad,1,4,3,SQL,Operations,45,6,Other,FullTime,1,75000.0
29,1,32,Intern,Delhi,4,3,2,Java,Finance,48,10,Male,Contract,0,66400.0
9,1,64,Lead,Bangalore,1,3,5,C++,Operations,49,5,Male,PartTime,1,40100.0
2,5,54,Manager,Mumbai,1,1,5,Python,HR,48,20,Other,PartTime,0,7000.0
6,3,55,Analyst,Mumbai,0,5,1,Java,HR,50,21,Female,PartTime,1,32200.0
27,4,59,Intern,Bangalore,4,2,3,SQL,IT,41,23,Female,PartTime,0,60600.0
15,2,36,Manager,Chennai,5,4,4,Python,Operations,51,13,Male,Contract,0,45400.0
25,5,44,Intern,Hyderabad,0,3,3,Java,Operations,49,19,Male,FullTime,1,85700.0
15,4,51,Engineer,Chennai,4,2,2,C++,Operations,51,24,Female,FullTime,1,67600.0
24,4,34,Analyst,Pune,2,1,5,Java,HR,45,1,Male,FullTime,1,63700.0
19,5,52,Director,Delhi,2,1,2,SQL,IT,39,28,Other,Contract,1,59400.0
27,4,63,Consultant,Mumbai,3,2,5,JavaScript,Finance,49,24,Other,FullTime,0,70500.0
16,3,33,Analyst,Delhi,1,2,4,SQL,Finance,42,16,Female,PartTime,1,59900.0
1,4,58,Intern,Hyderabad,5,3,3,Java,IT,38,4,Other,Contract,1,18600.0
0,2,37,Manager,Mumbai,0,5,3,JavaScript,Finance,35,14,Female,PartTime,1,4100.0
15,4,64,Intern,Delhi,4,3,2,Java,Admin,57,7,Other,Contract,1,64500.0
29,1,56,Consultant,Mumbai,3,4,5,C++,IT,38,3,Other,FullTime,1,65900.0
11,4,62,Engineer,Mumbai,2,5,4,Java,Operations,44,7,Male,FullTime,0,51700.0
4,5,38,Consultant,Mumbai,3,0,2,Python,HR,42,4,Male,Contract,0,33800.0
4,1,39,Intern,Chennai,0,3,5,Java,Admin,46,24,Other,FullTime,1,11300.0
26,5,27,Analyst,Pune,3,1,4,SQL,Finance,53,25,Female,PartTime,0,83600.0
22,2,50,Lead,Delhi,3,1,2,C++,IT,48,6,Male,FullTime,0,64200.0
8,3,32,Analyst,Bangalore,2,1,1,SQL,Operations,50,17,Female,PartTime,0,49800.0
8,2,31,Director,Mumbai,5,5,3,SQL,HR,51,24,Other,PartTime,0,10600.0
2,1,49,Intern,Hyderabad,3,2,3,JavaScript,Admin,46,8,Male,FullTime,1,16600.0
18,3,23,Intern,Pune,3,1,2,Python,Operations,53,3,Male,FullTime,0,45000.0
15,4,54,Intern,Chennai,4,2,5,Python,IT,44,16,Female,PartTime,0,64200.0
15,1,54,Consultant,Chennai,2,4,3,Java,Finance,46,1,Female,Contract,0,44300.0
2,3,51,Analyst,Pune,0,5,1,SQL,Finance,57,28,Female,PartTime,1,14600.0
19,5,42,Consultant,Bangalore,1,4,3,JavaScript,IT,35,23,Female,PartTime,0,74300.0
23,3,22,Analyst,Bangalore,0,4,4,Java,Operations,43,25,Other,FullTime,0,67500.0
21,5,47,Intern,Chennai,2,4,2,JavaScript,Admin,44,9,Male,Contract,1,62500.0
23,5,56,Analyst,Chennai,3,1,4,C++,Operations,45,10,Female,PartTime,0,58800.0
0,3,52,Engineer,Delhi,2,3,4,C++,IT,51,16,Female,Contract,0,5200.0
23,2,55,Manager,Chennai,1,4,4,SQL,Operations,43,22,Male,FullTime,0,57700.0
19,2,37,Engineer,Chennai,5,5,1,Java,HR,40,12,Male,PartTime,1,57400.0
10,5,54,Analyst,Mumbai,1,3,3,SQL,Finance,38,5,Female,Contract,0,71600.0
16,1,46,Lead,Bangalore,2,5,2,C++,IT,57,20,Male,PartTime,1,36300.0
7,3,30,Lead,Delhi,3,4,4,Python,Operations,54,28,Female,FullTime,0,38200.0
3,1,59,Lead,Chennai,1,2,2,JavaScript,Finance,38,30,Other,Contract,1,14900.0
5,2,29,Consultant,Delhi,0,1,4,Python,Admin,42,8,Male,Contract,0,15700.0
7,1,45,Analyst,Bangalore,2,4,3,Java,Admin,45,12,Male,Contract,0,13400.0
19,4,40,Analyst,Chennai,2,3,5,Python,Admin,46,3,Other,PartTime,0,64600.0
29,4,35,Director,Mumbai,0,0,1,C++,HR,35,12,Female,PartTime,1,96000.0
2,2,60,Director,Pune,5,2,5,Python,Operations,43,12,Other,Contract,0,-12800.0
15,1,47,Consultant,Chennai,1,3,3,Python,Finance,52,18,Other,FullTime,0,43900.0
29,3,31,Manager,Bangalore,1,4,1,JavaScript,HR,42,1,Male,Contract,1,63400.0
24,2,36,Analyst,Delhi,5,4,1,Java,IT,47,20,Male,FullTime,1,61700.0
2,4,50,Analyst,Mumbai,0,3,3,JavaScript,Finance,37,19,Female,Contract,0,44100.0
24,2,42,Lead,Hyderabad,4,4,4,Python,IT,41,11,Male,FullTime,0,77600.0
28,1,44,Consultant,Hyderabad,1,4,3,C++,Finance,40,2,Other,PartTime,0,72700.0
17,1,44,Director,Bangalore,5,5,1,Python,HR,38,0,Male,FullTime,1,27500.0
13,1,56,Intern,Bangalore,0,3,1,Java,Operations,50,9,Female,Contract,0,22400.0
17,5,38,Intern,Mumbai,2,5,5,SQL,HR,39,21,Other,Contract,1,49500.0
1,1,40,Engineer,Pune,5,3,5,C++,Admin,46,26,Male,FullTime,1,23000.0
21,4,28,Director,Delhi,3,1,1,Python,Operations,48,29,Female,PartTime,0,62200.0
2,4,35,Intern,Chennai,4,0,5,Python,IT,37,2,Male,FullTime,0,13600.0
15,5,33,Consultant,Hyderabad,3,3,3,C++,HR,46,28,Other,PartTime,1,61600.0
28,4,56,Manager,Hyderabad,4,3,1,C++,Admin,52,26,Female,PartTime,0,87100.0
8,4,34,Consultant,Bangalore,3,1,2,C++,HR,45,13,Female,PartTime,1,45100.0
3,2,44,Engineer,Bangalore,4,4,2,Java,Finance,59,2,Other,Contract,1,23800.0
0,1,57,Lead,Delhi,4,0,3,Python,Operations,47,26,Female,FullTime,0,18200.0
3,2,44,Consultant,Mumbai,4,2,3,Python,IT,50,12,Male,PartTime,1,25400.0
0,2,38,Director,Pune,0,3,3,SQL,Operations,53,24,Female,FullTime,1,29300.0
13,4,52,Intern,Hyderabad,5,0,2,C++,IT,41,17,Female,Contract,0,52000.0
20,3,55,Analyst,Delhi,0,2,2,SQL,Operations,46,0,Other,Contract,0,73300.0
15,1,40,Intern,Mumbai,2,0,4,C++,HR,35,18,Female,FullTime,0,36900.0
19,3,62,Consultant,Hyderabad,2,1,3,Java,Operations,46,24,Female,Contract,1,54300.0
23,4,52,Manager,Chennai,3,2,4,JavaScript,HR,51,25,Male,PartTime,1,75700.0
7,5,57,Manager,Delhi,0,5,1,Python,Operations,47,26,Male,PartTime,1,43700.0
6,2,57,Engineer,Hyderabad,0,2,3,Java,IT,46,19,Other,PartTime,1,23900.0
2,4,53,Engineer,Mumbai,0,0,2,C++,IT,44,27,Female,PartTime,0,16700.0
16,4,21,Consultant,Hyderabad,2,3,5,Java,Finance,53,22,Other,FullTime,0,45900.0
0,3,48,Manager,Chennai,1,2,2,SQL,Operations,48,2,Male,Contract,1,21900.0
15,5,47,Director,Bangalore,5,3,2,SQL,Finance,57,13,Other,Contract,0,57600.0
11,2,37,Analyst,Bangalore,3,1,5,Python,Operations,53,13,Male,Contract,0,43400.0
26,5,35,Lead,Pune,4,1,2,C++,Finance,53,2,Male,Contract,0,93100.0
18,5,34,Analyst,Delhi,5,2,5,Java,Operations,59,29,Female,Contract,1,61600.0
21,5,51,Consultant,Mumbai,2,3,5,C++,Admin,50,22,Other,FullTime,0,78000.0
22,1,54,Consultant,Chennai,4,1,2,SQL,Admin,37,30,Other,PartTime,1,43500.0
21,5,23,Director,Mumbai,3,1,4,C++,Finance,37,30,Female,Contract,0,84400.0
13,4,32,Engineer,Delhi,0,0,1,SQL,Operations,49,13,Female,Contract,0,40300.0
29,1,46,Lead,Chennai,3,5,4,Python,Admin,47,28,Other,PartTime,1,55800.0
5,1,44,Analyst,Hyderabad,0,0,2,JavaScript,IT,57,2,Female,PartTime,1,20000.0
5,5,54,Analyst,Bangalore,4,2,1,JavaScript,HR,41,12,Other,FullTime,1,38600.0
12,4,28,Lead,Hyderabad,5,0,2,C++,HR,45,30,Female,FullTime,1,40000.0
18,2,32,Manager,Pune,2,2,2,Java,HR,57,23,Male,FullTime,1,40700.0
21,5,29,Lead,Hyderabad,3,4,3,SQL,Finance,35,24,Other,Contract,0,61800.0
7,1,46,Analyst,Mumbai,5,5,3,SQL,IT,37,26,Male,PartTime,0,24900.0
26,2,58,Lead,Pune,5,5,1,C++,HR,39,0,Female,Contract,1,69800.0
26,2,63,Intern,Mumbai,5,0,3,Python,Operations,36,26,Male,PartTime,0,76700.0
1,1,39,Analyst,Pune,1,4,5,C++,IT,47,16,Male,FullTime,0,19200.0
20,2,41,Intern,Delhi,3,0,4,JavaScript,Finance,40,21,Male,PartTime,0,62500.0
29,4,33,Director,Hyderabad,3,0,2,JavaScript,Finance,51,0,Male,Contract,1,70700.0
0,4,55,Consultant,Hyderabad,5,2,4,SQL,Admin,53,28,Male,PartTime,1,37400.0
27,5,23,Intern,Hyderabad,5,4,4,SQL,Admin,47,4,Male,Contract,1,67900.0
14,5,45,Consultant,Pune,1,0,3,C++,Admin,41,30,Male,PartTime,1,47300.0
0,2,52,Manager,Bangalore,3,3,4,JavaScript,HR,57,8,Male,PartTime,1,9700.0
4,1,41,Lead,Chennai,4,3,2,SQL,HR,49,23,Other,PartTime,1,15000.0
27,4,34,Director,Bangalore,4,0,1,Python,Finance,52,27,Other,PartTime,0,79100.0
28,3,51,Director,Hyderabad,3,0,3,JavaScript,Finance,43,3,Other,FullTime,1,93000.0
15,5,28,Consultant,Delhi,0,5,3,Java,Admin,45,28,Female,PartTime,0,70600.0
18,4,27,Manager,Chennai,2,0,2,C++,Operations,56,14,Female,FullTime,0,58200.0
3,2,56,Engineer,Pune,2,4,5,SQL,IT,45,20,Male,FullTime,0,3900.0
2,4,55,Lead,Chennai,2,2,4,Python,Admin,45,27,Female,Contract,0,24400.0
16,4,39,Intern,Hyderabad,2,4,4,Python,Operations,59,3,Other,Contract,1,48900.0
16,2,22,Manager,Delhi,0,3,5,JavaScript,Operations,58,10,Other,Contract,0,43300.0
11,5,25,Intern,Bangalore,0,2,2,Python,Finance,43,6,Other,FullTime,0,44000.0
27,5,64,Consultant,Mumbai,5,0,2,Python,Finance,48,18,Male,FullTime,0,92200.0
29,3,22,Manager,Bangalore,0,2,4,C++,IT,35,9,Other,PartTime,1,83500.0
28,3,38,Analyst,Chennai,3,5,2,Java,Operations,56,10,Female,PartTime,1,63200.0
13,5,35,Manager,Delhi,3,5,2,Python,Operations,49,1,Male,Contract,0,52500.0
20,5,36,Manager,Hyderabad,3,2,3,JavaScript,IT,47,14,Female,PartTime,1,82400.0
5,5,32,Lead,Bangalore,2,3,1,JavaScript,Admin,48,3,Female,Contract,0,35300.0
2,5,64,Manager,Chennai,2,1,4,Java,Operations,55,12,Male,PartTime,1,38500.0
27,4,56,Intern,Mumbai,3,0,4,SQL,Operations,36,6,Female,FullTime,1,62900.0
8,3,42,Manager,Hyderabad,2,4,4,Java,HR,59,30,Other,PartTime,0,51400.0
4,2,48,Engineer,Hyderabad,0,4,4,Python,IT,36,8,Female,PartTime,0,15900.0
23,1,60,Director,Mumbai,4,2,1,Python,Operations,53,21,Female,Contract,0,67000.0
28,2,63,Lead,Bangalore,0,3,4,Python,HR,38,24,Female,FullTime,0,76600.0
16,1,42,Engineer,Pune,1,5,2,Python,IT,38,30,Other,Contract,0,42700.0
13,4,24,Intern,Chennai,0,4,1,JavaScript,HR,50,15,Female,PartTime,1,32100.0
20,3,32,Lead,Bangalore,3,3,4,Java,Finance,54,6,Other,PartTime,1,50600.0
30,1,41,Consultant,Mumbai,5,2,4,Java,Operations,55,28,Female,Contract,0,79900.0
2,5,47,Director,Delhi,0,0,2,Java,Finance,47,26,Male,FullTime,0,35000.0
27,4,43,Consultant,Pune,1,5,3,Java,Finance,44,28,Other,PartTime,1,74500.0
0,1,62,Manager,Delhi,1,2,5,C++,Finance,35,14,Male,PartTime,0,10500.0
19,5,47,Manager,Mumbai,0,3,3,JavaScript,IT,44,5,Female,PartTime,1,63900.0
30,4,61,Intern,Pune,5,3,5,C++,Operations,55,2,Female,FullTime,0,70100.0
28,1,36,Analyst,Hyderabad,3,3,5,JavaScript,HR,58,18,Male,FullTime,1,63300.0
20,5,52,Consultant,Chennai,4,3,2,C++,Operations,43,0,Other,Contract,1,60600.0
22,3,56,Director,Chennai,0,4,4,C++,Admin,35,10,Male,PartTime,1,68600.0
0,4,37,Manager,Hyderabad,2,5,1,JavaScript,HR,54,16,Other,FullTime,0,27200.0
2,1,38,Lead,Pune,2,1,2,SQL,HR,46,21,Female,PartTime,0,37100.0
17,5,47,Intern,Pune,4,2,1,C++,Finance,36,5,Female,FullTime,1,63100.0
24,3,27,Consultant,Delhi,3,1,2,Python,Operations,36,14,Other,FullTime,0,85300.0
9,5,61,Lead,Hyderabad,2,2,5,Java,Admin,41,21,Male,Contract,1,37200.0
30,3,58,Analyst,Delhi,0,0,5,Python,Operations,47,13,Female,Contract,1,77600.0
21,1,40,Manager,Bangalore,1,2,4,Java,IT,43,20,Male,PartTime,0,59000.0
25,5,55,Lead,Mumbai,4,3,2,JavaScript,HR,49,10,Female,Contract,1,78100.0
2,5,53,Intern,Delhi,0,1,1,SQL,IT,51,2,Male,FullTime,1,28800.0
7,2,46,Director,Hyderabad,3,0,3,Java,Operations,36,24,Female,PartTime,1,41400.0
13,4,44,Intern,Mumbai,2,2,5,C++,Admin,37,0,Other,FullTime,1,56900.0
23,5,44,Analyst,Delhi,4,4,4,Java,Operations,36,14,Female,PartTime,0,73600.0
17,3,51,Manager,Hyderabad,2,2,3,JavaScript,Operations,58,6,Female,Contract,1,58300.0
14,4,47,Intern,Bangalore,1,5,3,C++,HR,49,18,Female,PartTime,0,65700.0
21,1,29,Consultant,Pune,1,4,2,JavaScript,HR,37,20,Female,FullTime,1,48200.0
22,4,22,Manager,Hyderabad,4,5,2,SQL,Admin,49,24,Male,FullTime,1,76300.0
1,2,26,Analyst,Bangalore,3,1,4,Python,Admin,39,0,Female,PartTime,0,22800.0
30,1,51,Consultant,Mumbai,5,3,1,SQL,HR,40,17,Male,Contract,0,68800.0
26,5,45,Consultant,Bangalore,5,3,3,Python,HR,58,10,Female,FullTime,0,78100.0
9,1,36,Engineer,Delhi,4,1,1,C++,Admin,49,27,Female,PartTime,1,18600.0
1,1,26,Intern,Bangalore,4,0,5,C++,Finance,59,9,Other,FullTime,1,19200.0
25,2,43,Lead,Hyderabad,3,1,5,Python,HR,55,8,Other,PartTime,1,56700.0
16,3,25,Lead,Delhi,1,3,3,Java,HR,46,1,Male,PartTime,1,44600.0
7,1,37,Analyst,Bangalore,2,3,2,C++,Finance,44,6,Other,Contract,0,22200.0
0,3,29,Manager,Hyderabad,1,4,4,Python,Operations,43,25,Female,PartTime,1,-100.0
8,4,46,Engineer,Mumbai,2,1,3,SQL,IT,53,0,Other,Contract,0,39300.0
10,2,33,Director,Pune,2,4,2,JavaScript,IT,39,3,Other,FullTime,0,16300.0
21,5,27,Consultant,Chennai,4,4,5,C++,IT,52,13,Other,FullTime,1,68600.0
15,1,60,Manager,Pune,4,2,1,Python,Finance,38,11,Female,FullTime,0,43200.0
6,3,38,Lead,Pune,4,3,2,C++,HR,41,5,Male,Contract,1,18400.0
28,1,57,Consultant,Hyderabad,2,1,2,Python,Operations,42,30,Other,Contract,0,65600.0
9,2,44,Analyst,Delhi,0,5,5,Python,HR,43,13,Male,Contract,1,24600.0
22,5,52,Engineer,Pune,2,5,3,JavaScript,Operations,57,0,Male,PartTime,1,80500.0
25,4,27,Consultant,Pune,4,1,1,JavaScript,Operations,54,20,Male,FullTime,1,61500.0
2,4,40,Lead,Mumbai,5,5,4,JavaScript,Operations,57,17,Female,Contract,0,24900.0
17,3,54,Lead,Mumbai,0,4,1,Python,Finance,53,4,Male,Contract,1,49400.0
24,4,39,Intern,Mumbai,0,1,1,JavaScript,HR,56,20,Male,Contract,0,76800.0
23,3,34,Manager,Bangalore,1,4,4,JavaScript,Finance,44,4,Other,Contract,1,73500.0
12,5,52,Analyst,Mumbai,4,5,3,C++,Operations,59,18,Female,PartTime,0,52300.0
27,1,29,Engineer,Pune,4,2,1,SQL,Admin,40,26,Male,FullTime,1,68400.0
25,2,56,Manager,Mumbai,0,4,3,Python,Finance,54,15,Other,FullTime,0,66100.0
6,5,46,Director,Chennai,5,5,5,SQL,Operations,37,21,Male,PartTime,1,28400.0
24,5,40,Lead,Bangalore,5,2,2,C++,IT,55,22,Other,PartTime,1,86600.0
3,4,49,Manager,Hyderabad,4,3,2,Python,Operations,55,23,Other,Contract,1,22000.0
12,4,36,Intern,Hyderabad,2,2,5,C++,HR,35,17,Male,FullTime,0,40500.0
19,2,51,Lead,Delhi,3,0,2,JavaScript,Finance,40,4,Male,Contract,1,60600.0
0,1,44,Manager,Mumbai,3,1,3,Python,IT,44,10,Other,PartTime,0,-4200.0
7,5,50,Analyst,Delhi,4,4,1,Java,Admin,47,30,Male,FullTime,0,38200.0
13,4,28,Intern,Hyderabad,0,4,3,Python,Admin,37,29,Female,Contract,1,48900.0
15,5,46,Engineer,Mumbai,0,4,3,C++,IT,57,21,Other,Contract,1,61800.0
13,1,35,Analyst,Mumbai,3,2,5,Python,HR,36,14,Male,FullTime,0,34200.0
11,3,30,Consultant,Hyderabad,3,0,3,C++,Operations,47,10,Female,FullTime,0,40900.0
18,1,56,Lead,Mumbai,4,3,3,C++,Admin,54,22,Female,Contract,0,49000.0
22,5,59,Lead,Bangalore,1,5,3,JavaScript,HR,45,19,Male,FullTime,0,75200.0
14,5,44,Manager,Mumbai,0,5,4,SQL,Admin,59,1,Female,FullTime,0,59700.0
27,2,28,Intern,Mumbai,5,3,1,JavaScript,HR,51,17,Other,FullTime,1,70600.0
1,5,21,Manager,Delhi,4,3,1,Python,Operations,43,8,Female,Contract,1,27100.0
1,4,30,Manager,Chennai,2,3,4,C++,Operations,49,12,Other,FullTime,1,24600.0
22,2,43,Lead,Hyderabad,0,4,2,Python,Finance,36,18,Female,PartTime,1,53800.0
30,5,58,Engineer,Hyderabad,4,3,3,C++,Finance,37,9,Other,FullTime,0,98100.0
21,1,30,Consultant,Pune,0,3,1,Python,HR,59,27,Female,Contract,1,37500.0
18,5,53,Director,Hyderabad,1,1,1,C++,Operations,50,1,Other,Contract,1,63700.0
24,1,51,Director,Delhi,1,0,4,Java,IT,51,19,Male,PartTime,1,56700.0
25,1,58,Director,Pune,0,3,5,C++,Finance,45,16,Male,FullTime,1,53700.0
30,5,33,Director,Mumbai,0,5,3,JavaScript,HR,39,12,Other,FullTime,1,90700.0
29,1,55,Analyst,Chennai,2,5,3,Java,IT,57,3,Male,FullTime,1,63000.0
28,3,64,Engineer,Delhi,2,0,4,Java,IT,49,10,Male,Contract,0,64200.0
21,2,52,Director,Chennai,4,2,4,C++,IT,51,11,Other,Contract,0,56500.0
25,5,42,Consultant,Bangalore,2,1,2,Python,Admin,43,10,Other,PartTime,1,67100.0
25,3,27,Engineer,Pune,4,0,4,Python,Finance,51,4,Other,FullTime,0,66900.0
21,1,26,Intern,Pune,4,3,1,Python,IT,45,17,Other,Contract,0,66700.0
16,1,61,Engineer,Bangalore,2,4,2,C++,HR,42,14,Female,Contract,1,39600.0
19,2,36,Director,Delhi,0,1,1,Python,HR,47,0,Other,PartTime,1,54600.0
9,3,32,Intern,Delhi,3,3,4,Python,Finance,46,22,Male,PartTime,1,33200.0
5,3,29,Analyst,Chennai,4,2,5,JavaScript,Operations,58,25,Other,PartTime,1,18700.0
14,5,60,Manager,Delhi,2,5,2,SQL,Admin,59,23,Other,Contract,1,61500.0
21,1,25,Manager,Mumbai,2,1,4,C++,Finance,48,27,Other,Contract,0,46300.0
10,4,23,Analyst,Delhi,0,2,2,JavaScript,HR,36,27,Male,Contract,1,32900.0
27,5,56,Lead,Delhi,0,5,4,C++,HR,51,13,Male,Contract,0,81700.0
4,5,63,Consultant,Pune,1,0,4,Java,IT,36,16,Other,PartTime,1,42300.0
0,5,30,Director,Mumbai,1,1,2,JavaScript,HR,35,13,Other,Contract,1,32300.0
7,2,28,Intern,Hyderabad,2,3,2,Java,Finance,46,12,Female,Contract,1,27900.0
20,2,29,Lead,Hyderabad,2,0,1,C++,Operations,39,20,Female,FullTime,1,52900.0
27,5,33,Engineer,Bangalore,5,5,1,Python,IT,37,15,Female,Contract,0,88200.0
11,4,39,Manager,Delhi,3,3,3,SQL,Operations,47,27,Male,FullTime,1,63600.0
11,3,43,Lead,Bangalore,5,3,1,JavaScript,Finance,55,11,Male,PartTime,0,36400.0
4,3,63,Consultant,Delhi,5,5,5,Java,IT,41,6,Female,Contract,0,28200.0
6,1,44,Engineer,Mumbai,3,3,5,Python,Finance,35,26,Other,PartTime,1,22300.0
3,3,23,Engineer,Chennai,0,5,1,C++,HR,57,8,Male,FullTime,1,21700.0
5,3,53,Analyst,Delhi,2,2,2,Java,Admin,46,11,Female,FullTime,0,14800.0
12,4,43,Engineer,Bangalore,2,4,1,Python,Finance,52,25,Female,FullTime,1,42700.0
19,3,34,Lead,Bangalore,2,5,1,SQL,IT,47,8,Other,FullTime,0,62000.0
29,4,39,Engineer,Delhi,3,3,3,Java,IT,53,7,Male,FullTime,0,72900.0
14,2,53,Consultant,Bangalore,4,3,1,C++,Admin,39,20,Other,PartTime,1,44500.0
2,4,43,Director,Bangalore,4,2,2,Java,IT,43,8,Female,FullTime,0,29600.0
22,2,47,Intern,Mumbai,1,0,5,C++,Operations,36,24,Male,PartTime,1,50700.0
